userName,score,content
Krullcifer,3,Udah sangat bagus tapi untuk koleksi donghua/anime China kurang banget Saya sebagai penggemar donghua akan setia nonton di weTV kalau koleksinya banyak
nurul amaliyah,3,Sering nonton we tv di tv Tapi sekarang ngk bisa dipake nonton drakor Bisax china thailand
AnggunNyaBayu Tiwi2215,1,Mangkin lama mangkin jelek padahal udh berlangganan vip Patah² terus film nya
tuti waruwu,3,"Males banget sudah bayar vip via m-baking bca, keterangannya gagal, tapi dibca udah kepotong tapi diwetvnya eror, Mahal banget lagi jumlah 49.000 ribu pas bayar jadi 54.390 ribu Terus buat apa dipotong dibca tapi wetvnya ngga bisa pakai vip?"
Desy Baretta,5,"Adminnya gercep bgt dimintain bantuan,asik juga klo di sosmed,cuma saran aja judul dramanya jgn di terjemahin sm agak diplintir,pake judul asli aja🤏🏻"
Ari Reza,1,Apaan sih sinyal udah bagus tapi masih muter aja cape min nungguin nya tolong benerin dulu aku kasih bintang satu dulu
Nesya Verly,2,"baru download udh ngelag,baru aja mau nonton film tiba tiba keluar sendiri padahal sinyalnya bagus+kuota banyak"
Aureza Musvira,5,kak klo di buat mendownlod yang di wetv kok ndak bisa
Zahra Nur zaman,1,Apasih apk gaje!!. Mau login pake no telepon ngg bisa! Nunggu kode otp lamaaaanya minta ampun
Dwicky Darmawan,1,"Subtitle Indonesia lambat di anime, anime sudah rilis tapi subtitle gaa ada, tolong dong sudah beli VIP masih aja ada iklannya ketika menghentikan vidio"
Cabut Rumput,3,install nya banyak ekting
godell mitra,4,Mau nonton malah app y erorr -826
Deli Li,5,Ok
Rafardhan Putra,5,Harga
Suhermansyah Lubis,3,"Sebenarnya wetv bagus, cuma aku minta tolong untuk new update kalau bisa tampilan saat menonton bisa full screen (tanpa ada batas warna hitamnya)."
Wahyu Prihantoro,1,Kode OTp tidak masuk
Selvi Istania Anggraeni,5,"Tampilan, gambar, subtitle oke bangget. Terus ada sedikit kesusahan saat mau vip pertama kalinya, tapi adminya fastrespon terus dibantu secara detail dan terperinci."
Krisna Budiman,1,Please banget lah subtile indonesia nya sering GK muncul dan kadang audio dan subtitle nya GK sinkron
wiwin rahmawati,4,gk bisa daftar vip coba lebih di permudah lagi
HAMZAN WADI,1,System verifikasi yang buruk👎🏻
Riska Septia Sari,5,Udah lama pake aplikasi WeTV. Sering join VIP. Kadang juga enggak. Sejauh ini gapernah bermasalah. Selalu aman. Translate nya oke. Kualitas gambarnya oke walaupun pakai yg resolusi rendah. Ngak banyak loading. Malah gak prrnah loading kalo jaringan stabil. Suka juga sama fitur chat yg ada dan muncul di layar pas nonton.
Wendi Cager,1,BOBOKO
Fauziah Andayani,5,Kenapa nggak bisa masuk wetv ya
Afsar syahir Setiawan,5,Seru sekali nonton film yang akan datang dari berbagai mereka
Dera Salsabilah,5,Mantap pokonya
Ryandi Eka,3,Ada episode yg lag ga semua lancar Saya pengguna premium
sindi agustin,1,Tolong ya ini berhenti berlangganannya di permudah. Saldo saya kesedot cuma cuma . Nonton aja kagak saldo di kuras
Arsin Liyana,3,"Update film khusus animasi terlalu lambat sekali,tolong di percepate"
vey Hassan,1,perasaan udah berhenti langganan deh kok Masi narik pulza sih
ꦫ꧀꧉ꦧꦸꦢꦶ ꦮꦶꦢꦶꦪꦤꦠ,1,"Apanya yg di bilang gratis,sengaja iklan di perbanyak agar bisa beralih yang berbayar,ga yg ini,ga yg itu sama saja,mereka bukan menampilkan movue tapi menampilkan iklan,kan iklan yg bayar mereka,dr pada boros2 keluar uang buat aplikasi seperti ini mending ga di download,dari pada bikin bete,ngakunya gratis,iya gratis nonton iklan mulu,paling bentar lagi bangkrut aplikasi seperti ini,ga guna banget pun"
Soo Good,4,masi nyoba lagi
ORANG DALAM,5,good job
Ferdi Sandy,2,dari kemarin tidak bisa pembayaran pakai pulsa.gagal mulu
Loet Wah,1,Mancing
Rahafa Niswarah,1,Iklannyaa parah sih
aponilato,5,"wow,keren bangat😘😘😘"
MUHAMMAD SHOLEH,3,"Tambahkan subtitle bahasa Indonesia dan film monster lebih banyak lagi, dan anime donghua lebih banyak lagi.. Pang / tambahkan server Resolusi 360p dan juga ukuran mbnya harus 20 mb Pang."
Indah dewi Lestari,1,"Aplikasinya bagus, saya suka"
Tria,3,Premium serasa tidak berguna dikarenakan subtitle yang lama untuk muncul bahkan ada yang sampai di ujung cerita
Rahmat Sukri,4,Sistim pembayaran ribet
Agus Raka Ardiansyah,1,"Iklan sangat menggangu, kelaparan untuk berlangganan, mungkin kurang pemasukan wkkwk, gk gini juga woi, buatlah aplikasi yang bisa dinikmati mayoritas"
nofli andi,1,"Updetenya kurang, orang udah episode 100 ini baru episode 90.sebagai contoh one piece yg masih arc wano, real nya udah jauh di episode 1100"
Faisal Nanda,5,Sipp bagus apk nya kualitas bagus cuma 1 yang kurang ikaln nya bayak
arie cok,1,"apk khusus premium. gratisan sebaiknya jangan download, terlalu bnyak iklan.. trkadang jg buffering, phdhal jaringan bagus"
Erick Rizky,1,Tidak bisa dibuka....????
Adi Ashadi,5,"Aplikasinya bagus untuk mengisi waktu dgn film2 bagus Tidak ada di dunia ini gratis tanpa iklan Kalo mau tanpa iklan,ambil VIP Jgn maunya gratisan aja"
Ibrahim Baim,1,"dana sudah kepotong untuk perpanjang VIP,,tapi status VIP belum di perpanjang,,penipuan ni aplikasi"
kayla arsya,5,Kaylaarsyashvina
Muhammad Ical,2,Saya sudah lama vip tapi kenapa vidionya tidak lengkap
E & R 2011,3,"Aplikasi yg bagus,,tpi video nya ngk bisa di buka,,,di suruh refresh,juga ngk bisa...🤦‍♂️"
Tuty Alawiyah,1,Kalaw ada bokepnya aku download
Fitri,5,Sebenarnya Aplikasi Nya Bagus Sekali 😁 Tapi Masalah Nya Banyak Iklan . Pas Lagi Seru- Seru Iklan Jadi Gak Seru Tapi Tetep Bagus Kok Aplikasi Nya😅
Bunga Safira,1,Wetv babi saya udh tidak menggunakan wetv lagi kenapa msk di sedot saldo saya memang apk babi
yusuf alvin,1,apk ngk guna lihat baru episode 1 aja iklannya 12 sendiri ngk sekalian 1 episode iklannya perlima menit iklan mending liat dari google aja ngk ada iklannya apk ngk guna habus aja dari goole di nonaktif apiknya ngk punya ngk mikir in pengunannya fukc lah gua kata yg dah ngk akan instal lagi apk ngk bakalan instal 2x
M N Alamsyah,1,Lama lama apknya jadi berat misal udah nonton 3 eps nah kesananya tbtb sering patah patah keberatan iklan
Davi Surya k,1,tolol bet anyibg film the walking dead ga ada auto 1bintang
Yudhis,1,Masak harus VIP baru bisa tengok padalan biasa cuman iklan aj
ka yuna28,5,🫰🥰
Cheline Orchid Atira BB mariana,1,"kolom komentar tidak bisa nonaktifkan di tv, kalau di handphone memang bisa, bagaimana yang di tv???"
Furqon,5,Aplikasi nya bagus grafik nya juga oke tapi iklanya dikurangi ya
Mas Brey,5,Aplikasinya bagus sekali yang mau dowload ayo dowload sekarang
Android _,1,T a i ...
Muhammad Tatang,1,"Sudah VIP masih aja ada iklan hadehh, kenyang iklan gua"
Ozin Muna,1,Verifikasi lewat nomor susah banget 2 hari nunggu tetep aja g bisa
Rachiel Zella Nadila,1,"Saya tidak bisa melakukan pembelian VIP, ini bagaimana ya ?"
Dahlia Oktavia,5,✨💗
M Ali ALS Billy,1,"Yang betul aj lah woii..bisa bisa ny perpanjang vip pulsa gk ada malah di telan dr ovo..main telan"" aj bah saldo orang..apk puki.."
Heru Her,5,Bintang 5 sih gw
Syifa Aprilia,5,bagus pokok na mahhh
Fikri Ahmad,1,Ini aplikasi penipu apa gimna? Saya udah bayar VIP knpa saldonya ga masuk? Klo saldo saya kembali baru saya ksh rating bintang 5
Su Hairul,5,Good
ded dedik,1,Apaksi tempek turok😡😡😡😡💩😡
Dimas,1,"Percuma langganan kalo ujung ujungnya ""video tidak tersedia di wilayah mu karena hak cipta"""
Finn,1,Terlalu banyak iklan
Hasakaci Pritiasti Ayu Bella,4,Film nya bagus2..gambarnya bagus kwalitasnya walau pakai yg kwlitas sedang..jadi hemat kuota dan bisa nonton streemiing..kadang baca comentnya yg nonton jg bikin ngakak..tp jadi nambah seru..dan jg bisa ditonton di TV klo pengen layarnya lebih gede..pembayarannya jg ga ribet..adm nya gercep klo ada trubel..semoga makin banyak lagi ya film yg bagus2 ceritanya..
Vivi Zulfikar Maludin,5,Sangat menyukai applikasi ini hanya sj mau ikut berlangganan vip tidak bisa terkait masalah dg negara. Bagaimana solusinya ???
infinity v9,5,bagus tidak seperti app sebelah interface nya gue suka
Katon Sugiono,1,"paketan VIP sudah aktif, mau masuk aja dibuat susah masuk. ini gimana cara masuknya? tolong koreksi cara masuk akunnya, Terimakasih"
Mayen Christina Sinaga,1,Verifikasi kirim kode susah. Daritadi ga berhasil
Kusuma Ayu Meilia,3,methods pembayaran setelah di perbaharui jadi lebih sulit. padahal di Google play negara nya sudah Indonesia tetapi di aplikasi masih methods pembayaran Taiwan
GuiLi,5,Film film sangat menarik dan banyak pilihan
Bambang Siswanto,1,"Sia-sia langganan disini. Sudah bayar setiap bulan tapi terjemahan bahasanya asal translate dan jadwal tayangnya juga keduluan situs ilegal yang terjemahannya lebih baik dan masuk akal daripada di aplikasi WeTV. Jika ingin mendapatkan rating bagus, tolong benahin dulu dari sisi terjemahan bahasa jangan asal translate kaya orang gak kerja!"
Saya Kamu,1,Kenapa subtitle yang ditampilan tidak singkron dengan apa yang di ucapkan di animenya padahal saya lagi asyik-asyiknya menonton tapi ada saja kendala seperti ini ada kesalahan pada anime dragon ball super yang subtitlenya telat!!
idris talalu,1,"Cuma 1 bintang ya, maaf tapi apk ini buat hape jadi lemot....🤥🤥🤥"
Sahrul Nasution,4,Aku kasih bintang 4 dlu ya.. Ini kenapa kalo nunggu episode harus 1 minggu. Itupun cuman 1 episode. Perminggu Tong di tingkatkan minimal 10 episode perminggu. Terimakasih 🙏🙏🙏
zakia kcl,3,Vip MAHAL film pun tak lengkap🤨😡keselll
Raafi Aulia66,1,jelek masa semuanya vip udah gitu iklannya gak ngotak minimal kayak YouTube lah ini vipnya terkesan maksa banget!!! ini aplikasi terjelek yang pernah gue download!!!!!!!
Renaldo Mamboh,5,"Nda berguna,jelek,apl pemerasan Film yg udah dari tahun jaman toke aja harus pake vip. Udah makan data aja. Masih beli vip lagi. Jangan mau di bodoki sama apl ini. Ini apl pemerasan"
Toni Priyam,1,Gatau
Anggun Mutiah khodijah,3,nonton antares harus vip ya?
Risa Umami,1,"Iklannya banyak banget,haus nih aplikasinya,iklannya aja 1 of 4 aelah"
ANJAS Mrc97,5,Sangat menyenangkan
adam muhammad Ridwan,3,"Bagian web sama aplikasi tidak sinkron buat histori nonton nya, kadang yg di hp subtitle nya harus di pencet lagi terus lag kadang²"
Sulas Tri,2,Terlalai banyak VIP dan iklan
Distributor Elektronik,1,"Film anime dewa perang meraja, saya sudah nonton episode ke 386 awalnya episode sudah 420, ketika mau lanjutkan menonton lalu yang tersisa hanya 220 episode, kemana sisanya? Sudah durasi hanya 5menit sekarang malah hilang sama sekali brengsek banget 😡"
Chayadi agung f,1,Apaan sih nih aplikasi kayak mau palak uang orang dah ini namanya merampok uang pengguna tau gak masa harus di wajibkan vip baru iklannya gak ada dasar
nabhan rafa,1,Sub nya sering hilang
Ridanharid Harisuhuy,2,"Tanpa berlangganan pun harusnya yg paling dingertiin sih iklan ya,okelah kasih iklan 1-2 its ok,masa iyaa awal udah dikasih 3,pertengahan 4iklan udah kek nunggu film azab indosiar😅two star dulu min,monmaap😀"
Purnama Nizar,1,Bukan ini sy 2x dipotong buat langganan VIP dari ovo melalui akun google...skrg sy harus daftar baru lagi buat langganan...tolong dibenahi sistem nya jangan sampai merugikan pelanggan
Mahluviatul Ainiyah,3,Lumayan
Nova Do lalu,5,Bagus banget
Okta_,1,"sebelumnya aplikasi ini bagus, tapi sekarang udah mulai banyak banget iklan sementara asik nonton tiba' iklan mana lama banget lagi iklannya. dan drama' yg lalu ga VIP skrng malah VIP. parah sih menurutku, tolong kalau bisa kembalikan seperti sebelum-sebelumnya."
Bandar Lampung,3,Saya sering nonton disini flim nya bagus
Prantiwi Djami,5,Mantap
Vivo Pbun,5,❤️❤️❤️❤️
Ahmad Rifai,5,Sangat bagus filmnya
Desi Susanti0956,5,"Bagus, karena banyak pilihan serial dramanya."
Akun Tv,1,iklan gak ngotak
Bang Dyan,5,Film lengkap
Santri Sunda,1,Kebanyakan iklan
Krazzy Tozy,1,Padahal Tertera Jelas Akun Baru Dapat Promo VIP 19.000 Kok Pas Pengen Beli Harganya Malah Jadi 42.000?Ngak Jelas Banget🥱🥱
MaulaAuf Muzani12,5,aku kasih bintang 5 deh soalnya bagus grafik nya+VIP nya g terlalu mahal dan mohon di perbaiki lagi WeTV nya masa saya login ke WeTV tiba-tiba pas nonton nge lag parah padahal jaringan mendukung dan hp pun juga🙏🏻😁
Rizki Ardiansah,2,"Nonton anime sangat bagus tapi tolong iklan nya banyak sekali 5 menit udah iklan, tolong di perhatikan lagi makasih."
Iin Indrawati,5,"Admin terbaik deh, responsive banget dan cepat balas nya.. Banyak judul juga di aplikasi we tv.. Terhibur sekali.. Thx"
Ela Frianti,1,"Sepertinya aplikasinya kelaparan. Aplikasi kenyang iklan wkwkwk 1 eps 16 iklan. Yang parahnya iklan muncul 4 berturut turut🤣hanya 2 iklan yg bisa di skip dari 16 iklan. Bolehlah diubah lagi algoritmanya, belajar dari YouTube contohnya 2 iklan masih enak untuk ditonton. join VIP mah yg ada rugi😂makin burik pun aplikasi nya."
SAPULETE ANDROKE,4,Kurang nya 1 terlalu bnyak iklan
Haris Rifai25,1,Untuk we tv : saya sudh berhenti langganan vip . Tp mngapa anda masih mengambil dana... Bulan maret anda udah mengambil 2x dalam sebulan.. Bulan ini anda memotong saldo lagi
Irfan Efendi,1,Aplikasi ramutu Udh mahal kocak kocak pula isi gilm nya
Nya Angker,5,Sangat
delvira hanifa prihandhita,5,"Recommended untuk yang suka ngedrakor, suka sih sama aplikasinya tampilan nya smooth"
Fery Pinang,2,"Koneksi silver buruk,padahal aplikasi lain lancar"
Rina wati,2,Judul-judul drakornya di translate jadi indo. Jadi aneh rasanya.
Mukhlis Mukhlis,4,Ok
mazmur nababan,1,Buat verifikasi nya susah min Udh masukin no telepon beberapa kali tetap nggak bisa
Yabes Imanuel,1,jaringan bagus tapi pas nonton jelek aplikasi sampah
Heri Tanjaya,5,Tidak bisa masuk dengan no hp.tidak ada sms masuk.....parah....
Fikriya Nita,3,"Wetv knp sdh satu mingguan ini tiap malam gak bs buat nonton,selalu error2 mulu,padahal udah langganan vip lho.rugi banget kalo kyk gini terus,gimana siih.tolong jangan kecewakan pelanggan laaah.dperbaiki,kemarin2 gak pernah kyk gini"
Hanifah Khairunnisa,5,nonton kdrama lebih nyaman dan menjadi lebih seru!!!
Feby yolanda Aruan,5,Jujur ya aplikasi ini bisa mempermudah ingin menonton film
Riyanto Kevin,1,Sudah nonton y pake data D suruh bayar pula perbulan Aplikasi gk jelas
Wahyu,5,"Mantap tidak ada duanya,,,saya suka banget flemnya ok banget"
NajmiTaqy1008,1,Silit
Rendi Herpili,1,Aplikasi rusak!!!!!! Ini mah nonton iklan!! Mentang² Free tapi iklan nya seabrek² ga ngotak banget!!
TokuOst,2,"Gabisa lanskap dan gabisa dark mode , tolong tampilan nya di bikin seperti iqiyi bisa lanskap, ini di tab ikon nya kekecilan semua bug Saya langganan kedua nya tapi untuk app ini bnyk bug di tab lag dan ikon kekecilan kadang bug ganti resolusi"
dewa video,1,"Aplikasi gak jelas mau berlangganan gak bisa sampai pakai 3 hp nyobak pakai DANA,GOPAY,PULSA,MBANGKING ( mandiri,BNI,BCA ) gak bisa,"
Tasya Lutfiah,2,apk tolol loading mulu najis pdhl wifi kenceng. lain kali benerin biar ga bkin emoai orng klo lg enak2 nonton!!!!
Slow Most,4,Sungguh disayangkan berlangganan vip di youtube sudah tayang tapi di weTv belum tayang lebih cepat diyoutube
Tigojin Gojin,5,mantap
Dewi Pebriyani (Momaraz),5,Aku kasih bintang 5 semoga tidak mengecewakan aku nonton di we tv
Sri suminar Suminar,1,Skarang mah kecewa banget sama aplikasi ini masa semua tontonan nya vip terus
Irka Onlyme,2,"Aku kasih 2 bintang , kayaknya aplikasi ini kurang banyak subtitle bahasa Indonesia Tolong di perbaiki min 🙏🙏"
Dian Putri Maharani,4,"Wetv tuh kebanyakan curangnya yg film udh gak vip giliran ditonton br eps 1 langsung jd vip smanya pas mo nntn kelanjutan nya. Giliran udh dibli vip nntn nya jg terbatas sehri plng banyak 2 eps.padahal kan udh dibeli vipnya harusnya udh bs ditonton smpai full tamat.tlng diperbaikin,jd gak pindah keaplikasi yg lain bt nntn film 🙄"
Saiful Huda,3,Baru dicoba sepertinya bagus
Here Qo,3,brata stenliy
Dendi Den,5,Aplikasi nua bagus
Sobirin Birin,3,Saya sangat suka dg aplikasi ini
Hdjjejej Hhshhejw,5,Aku suka banget sama video animenya soalnya cocok banget sama aku yang pecinta anime😍
Nanda Permana,1,Kirim kode lewat sms aja lama banget
Jenny Aja,2,Filmya terlalu banyak VIP.tidak bisa di lihat
TMS game,5,Sudah tidak ada list Drakor
Elsa,5,Lumayan bagus tapi Episode nya terlalu sedikit..
RANDI ECXELIANDRO,2,Sinyal bagus tapi kok ngelag ya nonton videonya tlong diperbaiki
Dtm Ajir Rosydin,1,"Tolong iklan dikurangi cukup satu kali.,jgn berkali kali., aplikasi gagal"
Zadid Zuhdi10,3,Iklan nya perbaiki lagi jangan terlalu banyak iklan
Andri,1,"Katanya VIP lebih awal 2 eps tapi sama saja 1 ,😤"
Saftriansyah. MZ,2,Percuma beli VIP update episode btth lama YouTube aja jam 8 sudah keluar bahkan ada yang dari subuh jam 2
hxsby edit,2,iklan mengganggu
Herma Wani,1,Gila iklan melulu 5 menit nonton iklan 5 menit nonton iklan lagi udahlah iklanny banyak
AURORA E-SPORT GAMING,1,"Kebanyakan VIP, nonton drama aja udah kena biaya internet, bayar VIP lagi,"
Fachrizal M Pon,1,Buruk sekali apknya
Eza Septiansyah,5,Apinya ok tapi................................................................................................................................................................................................................................................................................................nungguin ya hayuk lol bet dahhh
Laudya Indah permatasari,5,Bsgus
Dwi Anggera Putra,5,Bagsu
Aditiya nur Iman,5,Yg mantep filem filem filem nya ya
Putry Zuriah,2,Kebanyakan film ya hrs VIP dluu uhh
Supri Jamusan,5,top markotop
Gezza Saputra,1,Lemot parah
Muhammad Alfariz,5,App nya bgs bngt 🤩
Radhika Syandra,3,Min ini gimana sih filmnya sedikit banget gak ada the conjuring warkop dki deadpool semuanya gak ada
Parida Hasni,1,Kok aplksinya lama banget di buka yaa
SI GAM,1,"Iklan nya terlalu sedikit cuman 4,buatlah iklan semua selama 23 menit"
Zyaa Syllaa,5,"Semuanya sih bgus, grafik, alur, terjemahan udh bagus. Tpi soal iklan saya sedikit protes, iklan itu tiap per-video kalau dihitung bisa sampai 12 iklan. Itupun ada iklan yang jumlahnya sampai 6,4,3,2 itupun masih belum dihitung. kalau iklan 6 itu per-video 2.berarti udah dpet 12 iklan. Tpi kalau iklan itu 3 per-video 3,ya iklan nya jadi 12. Mau kasih pendapat sekaligus saran buat jangan banyak banyak iklan 🙏"
Muhammad Pirman,5,Bagus
Resthi Fatchinnafis,5,"Terimakasih kak🤍 untuk kendalanya ini udah bisa teratasi, untuk fitur lainnya saya enjoy2 aja, sebagai user non-VIP juga sadar dan nerima aja kalo ada iklan asal jumlahnya masi wajar, sbgai bentuk appreciate + menghargai developer nya✨"
Stefany Sharen,1,Ngeselin banget udah dikit lagi tamat tau tau ngulang lagi dari episode pertama 😤
Joker Black,1,"Min kalau mau letak iklan tu agak agak lh sikit,, tngok cerita baru 3 minit dh iklan, lepas tu buat landscape fon pun iklan lagi, ini mau tengok cerita kah tengok iklan"
Muhammad Galih,1,"Anying Uda berkali"" daptar,kode nya Mala ngga di kirim"""
Sedotan,5,1 R10 kd bgus dlain gratis yg ini bayar
Soleman Ubey,5,Mantap
Dendi 014,1,iklan nya anjay setiap baru nonton 1 episode 5kali berturut turut belum lagi pertengahan video bisa 8-9 kali iklan mana durasi iklan nya 10-30 detik parah banget sih sumpah
Ummu SaSaKaHa,3,"𝐍𝐠𝐠𝐚𝐤 𝐧𝐠𝐞𝐫𝐭𝐢, 𝐤𝐚𝐭𝐚𝐧𝐲𝐚 𝐚𝐝𝐚 𝐠𝐫𝐚𝐭𝐢𝐬 𝟏 𝐛𝐮𝐥𝐚𝐧. 𝐃𝐢 𝐛𝐮𝐤𝐚 𝐦𝐮𝐭𝐞𝐫𝐭 𝐚𝐣𝐚 𝐧𝐨𝐧𝐭𝐨𝐧 𝐧𝐲𝐚 𝐛𝐞𝐫𝐛𝐚𝐲𝐚𝐫 𝐚𝐩𝐚 𝐠𝐢𝐦𝐚𝐧𝐚 𝐬𝐢𝐡."
